门店名称,评论内容,评论日期
Seesaw Coffee(世博源店),"服务确实是一般吼 中杯大杯都是两个浓缩 但是浓缩量又不同？反正男票去问的 不太懂
听喜欢的博主说seesaw的豆子很不错 我应该点拿铁试试的 风味咖啡实在是不太行 这个白柚的 好难入口 果味咖啡对我来说哒咩 桃的那个稍微好点
奶冻挞好吃的 杏仁味特别明显",2022-03-02
Seesaw Coffee(中骏世界城店),工作日饭后的咖啡时间，特意来了这家，进门感觉装修的干净清爽，但味道真的太大了，点了一杯柚子拿铁，一杯冰糖葫芦的热卖品，感觉真的很一般，同事觉得他那杯太酸了，怕是以后我们不会再去了，的确有点失望的口感度。,2022-03-02
Seesaw Coffee(财富购物中心店),马马虎虎一般般,2022-03-02
Seesaw Coffee(上海南翔印象城店),点了新品觉得一般性吧,2022-03-02
Seesaw Coffee(杭州奥体印象城店),"[服务铃]服务：
服务真的差到极致
我们是在去奥体之前，提前半个小时(18:17)线上下的到店自取单(两杯咖啡)，也选了对应的取餐时间(18:45)，原本是计划到奥体之后拿上咖啡，上顶楼玩儿密室的
结果等我们到店(18:50左右)，不光咖啡还没开始做，询问店员也不理会我们，忙着给别的顾客点单。我们问了好几遍，才承认咖啡还没做。
更气人的是明明有两单排在我们后面的到店自取单，一单在我们到店前就做好了，另一单是在我们已经反复催促之后，店员还在给后面的先做，而且全程不给我们一个合理的解释或者道歉，一直到最后硬生生拖到我们19:00的密室迟到，才在把咖啡拿给我们的时候说了句不好意思。这个时候不好意思有什么用？能在问题出现的时候就尽快解决吗？就算没法解决，至少也当即给个解释，或者真诚道个歉吧？但凡做到一样，都不会令人这么生气[发怒]
原本超爱seesaw的，到哪都想点一杯[叹气][叹气]结果奥体的这家竟然这样子，真的再也不要去了

[薄荷]环境：
一码归一码，环境和咖啡的口味还是都在线的，真心希望服务能有所改善",2022-03-01
Seesaw Coffee(北京双井富力广场店),"[服务铃]服务：
今天去点单，
女店员皱着眉头回答我的问题…
服务态度较差，
说seesaw新店咖啡渣和自家出的报纸一律都没有…
新用户的买一赠一也没有…
让我们买1.9的卷
[薄荷]环境：
蛮小的一个店，坐的地方是木头箱子，几乎没啥舒适感",2022-03-01
Seesaw Coffee(苏州中心店),"Seesaw的外带杯真是越来越小了……
只有这马克杯还能看看",2022-03-01
Seesaw Coffee(88铜仁路店),"这个服务真的很过分，实在只能给差评。
故事是这样的，我站在柜台前问新款的桃子原来那58.8三杯的券怎么没了。服务员就告诉我，找不到就应该没了。但是明明大众点评上有团购价格，不提醒我，我就只能傻乎乎的在小程序是原价买了两杯。
不管味道怎么样，这服务已经让我倒足胃口！",2022-03-01
Seesaw Coffee(重庆星光68店),春季新品踩雷，第一口真是一言难尽,2022-03-01
Seesaw Coffee(景枫中心店),很普通的美式，没啥性价比，不如tims，甚至不如coco。点单小哥不太耐烦，难道因为我是大众团购的？,2022-03-01
Seesaw Coffee(杭州湖滨步行街店),"年中一直下雨☔️，乘着放晴去西湖边溜达路过，无意间发现一直想打卡的咖啡店☕️
[薄荷]环境：
杭州的第二家店铺，玻璃房，不变的工业水泥风格装修
[服务铃]服务：
自助点餐模式，桌面残余收拾的不够及时，等餐坐了20分钟也没有人来收拾，直接带走喝了，体验感极差[闭嘴]
「芝士丝绒拿铁」¥38/中杯的价格在杭州咖啡没有特别的价格优势，没有糖份选择只有冷OR热，适合不喜欢苦感的友友们。上层撒了一些开心果碎，增加了些许口感，意料之外的是附赠了一块“芝士工坊”的饼干让蘸着次，请问我的💰是不是都花在了饼干上[嘘]？",2022-03-01
Seesaw Coffee(上海中化国际广场店),品牌是好的，但是出单好慢，现场点单平均要等15分钟。真替他们着急。你可以考虑只做外卖单，但是不管外卖单或者现场单，流程管理要有吧，操作效率要提高吧，真替他们急。,2022-03-01
Seesaw Coffee(上海SK大厦店),非常难吃 东西加热完里面还是冰的,2022-03-01
Seesaw Coffee(上海主场ESP店),seesaw现在的定位有点尴尬，走创意咖啡路线但也没啥壁垒也没看到啥爆品。觉得核心价值主张上没以前那么专注了。,2022-03-01
Seesaw Coffee(上海世纪汇店),这家门店好小，店内没座位，对面有一排貌似是公共座位……咖啡花头蛮多的，还是点了一杯最常规的拿铁，其他的怕太甜……香醇度一般吧，没有预期的那么好，香度不如manner……杯型只有中杯和大杯……价格略贵，性价比一般……,2022-02-28
Seesaw Coffee(上海主场ESP店),这个点咖啡机洗了，不能点了。营业时间结束了？,2022-02-28
Seesaw Coffee(凌空soho店),"新品踩雷。杏桃花蜂蜜拿铁，我只能评价难喝，有点齁，香味不足，完全没咖啡味。里面还有块橡胶质感的桃干，WTF这么贵的咖啡你给一块桃干？你给块黄桃罐头的桃子我都给加半分。

重点是正价下完单，发现饿了吗有买一送一～～呵呵，好吧，不爱。[难过]",2022-02-28
Seesaw Coffee(北京枫蓝国际购物中心店),"继探店朝阳大悦城因为太火爆没喝到拿铁之后 发现枫蓝国际开了这个新店 一开学就来了

但是！我觉得我不会再选择这家店喝咖啡了 原因是所有的花式喝完都很腻很顶。。。

「芝士丝绒拿铁」选了少糖还是很腻 很甜。。
「白柚红果丝绒拿铁」冰糖葫芦是冰冷的刚拿出来的……吃着冰糖葫芦如果再喝拿铁就完全没有味道了 唉

生意倒是贼好 外卖不断",2022-02-28
Seesaw Coffee(上海博华广场店),"[种草]指南：一直拿融资，一路走下坡

「香椿毛豆全麦恰巴塔」冷冻面包🥶加热后有几口还是冷的…真的好尴尬。工厂货所以麦香是没有的，香椿没有存在感，可以吃到整粒毛豆有加分，但是感觉吃到了花椒[疑问]有点奇怪🤔，终于把充值都用完了，不建议再来Seesaw。",2022-02-28
Seesaw Coffee(上海七宝万科店),"喝过的最难喝的美式当属seesaw的新品了

妈呀

轻云桃桃美式是什么鬼，我喝的就是杯果味的糖浆吧，超级难喝，美式的精髓完全没有了，变得很奇怪的味道

蜂蜜拿铁也是不好喝，甜的很奇怪，果然不要轻易选择新品，容易踩雷",2022-02-28
Seesaw Coffee(上海LCM店),"之前的吐槽店家也是看到并且回复了。

Seesaw起点很高但是如今Seesaw却整个策略上比较尴尬的。没有工作日半价、没有意式券包（以前有个粮票制现在也没了）、本身定价也不便宜那就想卷我觉得都卷不到魔都的连锁咖啡核心圈。

以及LCM店么口味一般般环境也很一般般，还把以前独立运营口碑不错的Drops挤走了、感情分也很难加啊。

所以么一方面欢迎seesaw在大浦东多多开店、但是另一方面还是优惠措施或者活动要多多展开才行吧~~",2022-02-28
Seesaw Coffee(杭州湖滨步行街店),"[薄荷]环境：
在湖滨步行街上，环境很ok,很高大上

[服务铃]服务：进门时，小哥没有任何的礼貌用语
「白柚红果丝绒拿铁」我可以吐槽吗？好难喝,甜到齁，一口下无任何的咖啡味，为何那么多人觉得seesaw咖啡好喝呢，冰糖葫芦太冰了,很甜，配那么甜的咖啡确实不太适合！
价格：真的是贵族咖啡，一般都是35元起步，估计是名气大于好喝，本人比较节约，自带杯子，因为要省钱，哈哈[调皮]！
我是不会再去的，价格比巴黎最有名的花神和双叟咖啡店的咖啡还要贵，喝不起seesaw的咖啡！哈哈[糖果]",2022-02-27
Seesaw Coffee(杭州湖滨步行街店),"「杏桃花蜂蜜拿铁」
新品没有想象中好喝，糖浆有种塑料的甜腻感，回味还非常涩，可能是为了模拟杏桃花？少糖也能感觉到甜味大于咖啡香味。还是「繁星桂花燕麦拿铁」yyds
「迷你肉桂焦糖揪揪盒」
肉桂太香啦，面包体也很蓬松",2022-02-27
Seesaw Coffee(北京通州万达店),"[微笑]来地下逛逛发现这家店，走累了刚好坐下休息，顺便尝尝咖啡☕如何……
价格和星巴克差不多，就随便点了一杯拿铁喝……奶香浓郁，但说实话口感一般啦，可能在家做咖啡喝习惯了，感觉区别不大，没有出众的地方。

[薄荷]环境:
环境清净，店里人不多。
[服务铃]服务:
没什么服务，进门坐下店员也没理人过。自助下单，再自取，仅此而已。",2022-02-27
Seesaw Coffee(上海BFC外滩金融中心店),"此帖为吐槽贴
本人虽在bfc上班，并seesaw就在我工作的大楼对面
我也不太去光顾，因为一直觉得他们家咖啡豆口感偏酸喝不惯，但是最近刷到他们家春日限定的杏桃花蜂蜜拿铁，确实有被颜值吸引到，决定去试试，没错又很失望，但不是因为咖啡，而是给店员和环境！这个天气，整个店是穿风的，而且也不开空调，算了，我也是外带的，只是很佩服还能坐在里面的客人！这家店员态度真的蛮一言难尽的，女店员还算好，那位男店员态度全程不耐烦，因为不太去我也不知道他们是自助小程序下单的，我一直问哪里买，都没人回我，我问了两三遍才很不耐烦的说自己小程序下单！ok fine，怪不得这家seesaw生意干不过其他咖啡店，好好管理一下还是蛮有必要的[难过]口味四颗🌟是给咖啡本身的，习惯性不会给差评，但他们家我绝对不会再光顾了",2022-02-27
Seesaw Coffee(北京西红门荟聚店),"一般般吧 不是特别好喝 感觉豆子品质一般
有买一送一的优惠券还比较合适 如果正价的话 
我会选某巴克",2022-02-27
Seesaw Coffee(上海太阳宫K46店),"有1⃣️说1⃣️
不明白为什么咖啡师趴在桌子在
不明白咖啡师为什么不穿围裙在吧台
不知道为什么餐饮服务人员要戴着手链项链
别家的seesaw也不这样啊
这确定是seesaw的直营门店么？
看了一眼评论我这等了10分钟拿到饮品的已经算不错了呗
[微笑]",2022-02-27
Seesaw Coffee(北京通州万达店),"万达里找个有插座的，桌椅比例合适的地真的难
看到他家就来了
好歹也是个品牌
第一次出品就慢
服务员爱答不理
就坐吧台边上，一帮人杵吧台里没事干
喝的也不会帮忙拿一下
这次点个柠檬气泡水等了十几分钟
服了
员工没事干就培养一下啊
还有柠檬水太甜了
哎，不说了
奔着充电来的
自我毁灭吧",2022-02-27
Seesaw Coffee(上海七宝万科店),"咖啡做好了 就靠服务员吼的… 感觉很不优雅… 结果做完了 放了半天。周末去的原因吧 

性价比不太高，跟某爸爸没有什么本质区别。 

「栀子花梨香拿铁」算是有点特色… 但是作为咖啡真爱粉， 其实喝有糖的咖啡 就很温暖毁咖啡原有风味。而且51元大杯 实在有点离谱。

[薄荷]环境：
环境就比较精致 轻松风格的。 跟朋友坐坐聊聊天还行…",2022-02-27
Seesaw Coffee(杭州湖滨步行街店),店面的造型是不错的，但是管理和卫生欠佳，忙着做单，维护收拾的服务员节奏慢。咖啡的口味普通，深烘的咖啡豆有点发苦，香味不够浓郁，甜品的造型不错，品质却很一般，个人认为用材不是很好。只能说包装比较吸引人。管理和产品本身的品质不是特别佳。,2022-02-27
Seesaw Coffee(晶耀前滩店),"给服务差评，做好咖啡不送到位没关系。但是都没人叫号的么，等了十分去去看一眼没有，前后等了二十分钟发现就被放在角落。店开的越来越多，服务越来越差。
怀念多年前的愚园路老店，曾经的seesaw一去不复返。",2022-02-27
Seesaw Coffee(远洋乐堤港店),"新招的服务员培训不行啊
问啥都不知道
咖啡还是可以的",2022-02-27
Seesaw Coffee(上海IM长宁国际店),长宁国际广场咖啡一条街上看到这家Seesaw 之前没喝过这个品牌 正好尝尝 恰逢云闪付搞活动 任选咖啡9.9元一杯 买了最贵的原价48元的栀子花梨香拿铁 中杯不大 估计也就350ml左右 拿铁上面撒了一些栀子花 比较清淡的口感 也没什么特别之处 原价太贵了 性价比不高,2022-02-27
